1.8253 	WARNING 	User requested fullscreen with size [800 800], but screen is actually [2560, 1440]. Using actual size
9.5233 	EXP 	Sound  started
9.5400 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.5400 	EXP 	Sound  started
9.5573 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.5573 	EXP 	Sound  started
9.5739 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.5739 	EXP 	Sound  started
9.5900 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.5901 	EXP 	Sound  started
9.6068 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.6068 	EXP 	Sound  started
9.6234 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.6234 	EXP 	Sound  started
9.6407 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.6407 	EXP 	Sound  started
9.6565 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.6565 	EXP 	Sound  started
9.6734 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.6734 	EXP 	Sound  started
9.6908 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.6908 	EXP 	Sound  started
9.7073 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.7074 	EXP 	Sound  started
9.7403 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.7403 	EXP 	Sound  started
9.7564 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.7564 	EXP 	Sound  started
9.7741 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.7741 	EXP 	Sound  started
9.7900 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.7900 	EXP 	Sound  started
9.8070 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.8071 	EXP 	Sound  started
9.8229 	EXP 	Set movie finished
9.8231 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.8231 	EXP 	Sound  started
9.8405 	EXP 	Set movie paused
9.8408 	DATA 	Mouse: Left button down, pos=(422,770)
9.8419 	EXP 	Set  sound=button.wav
9.8423 	EXP 	Set  sound=bad.wav
9.8424 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.8424 	EXP 	Sound  started
9.8445 	EXP 	Imported images.csv as conditions, 5 conditions, 6 params
9.8448 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
9.8458 	EXP 	New trial (rep=0, index=0): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
9.8736 	EXP 	MovieStim: autoDraw = None
9.8736 	EXP 	MovieStim: autoDraw = None
9.8736 	EXP 	Set text text=Hello this is trial two
9.8736 	EXP 	TextStim: autoDraw = None
9.8736 	EXP 	ImageStim: autoDraw = None
10.1583 	DATA 	Mouse: Left button up, pos=(422,770)
10.3524 	DATA 	Mouse: Left button down, pos=(422,770)
10.3905 	EXP 	TextStim: autoDraw = None
10.3905 	EXP 	ImageStim: autoDraw = None
10.3905 	EXP 	Set image_2 image=images/mountieOnRedStool.png
10.3905 	EXP 	ImageStim: autoDraw = None
10.4909 	DATA 	Mouse: Left button up, pos=(422,770)
10.7927 	DATA 	Mouse: Left button down, pos=(422,770)
10.7934 	EXP 	New trial (rep=0, index=1): {'verb': u'With', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
10.8092 	EXP 	ImageStim: autoDraw = None
10.8092 	EXP 	Set image_2 image=images/hunterWithRedStool.png
10.8092 	EXP 	ImageStim: autoDraw = None
10.9261 	DATA 	Mouse: Left button up, pos=(422,770)
11.1261 	DATA 	Mouse: Left button down, pos=(422,770)
11.1267 	EXP 	New trial (rep=0, index=2): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
11.1425 	EXP 	ImageStim: autoDraw = None
11.1425 	EXP 	Set image_2 image=images/hunterOnRedStool.png
11.1425 	EXP 	ImageStim: autoDraw = None
11.2930 	DATA 	Mouse: Left button up, pos=(422,770)
11.4263 	DATA 	Mouse: Left button down, pos=(422,770)
11.4268 	EXP 	New trial (rep=0, index=3): {'verb': u'Nextto', 'names': u'hunter', 'color': u'Blue', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
11.4592 	EXP 	ImageStim: autoDraw = None
11.4592 	EXP 	Set image_2 image=images/hunterNexttoBlueStool.png
11.4592 	EXP 	ImageStim: autoDraw = None
11.5598 	DATA 	Mouse: Left button up, pos=(422,770)
11.6932 	DATA 	Mouse: Left button down, pos=(422,770)
11.6939 	EXP 	New trial (rep=0, index=4): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Skateboard', 'type': u'image'}
11.7097 	EXP 	ImageStim: autoDraw = None
11.7097 	EXP 	Set image_2 image=images/mountieOnRedSkateboard.png
11.7097 	EXP 	ImageStim: autoDraw = None
11.8100 	DATA 	Mouse: Left button up, pos=(422,770)
12.0101 	DATA 	Mouse: Left button down, pos=(422,770)
12.0112 	EXP 	Imported images2.csv as conditions, 5 conditions, 6 params
12.0114 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
12.0124 	EXP 	New trial (rep=0, index=0): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
12.0265 	EXP 	ImageStim: autoDraw = None
12.0265 	EXP 	Set text text=Hello this is trial three
12.0265 	EXP 	TextStim: autoDraw = None
12.0265 	EXP 	ImageStim: autoDraw = None
12.3241 	DATA 	Mouse: Left button up, pos=(422,770)
12.7773 	DATA 	Mouse: Left button down, pos=(422,770)
12.7936 	EXP 	TextStim: autoDraw = None
12.7936 	EXP 	ImageStim: autoDraw = None
12.7936 	EXP 	Set image_2 image=images/mountieOnRedStool.png
12.7936 	EXP 	ImageStim: autoDraw = None
12.9107 	DATA 	Mouse: Left button up, pos=(422,770)
13.1275 	DATA 	Mouse: Left button down, pos=(422,770)
13.1282 	EXP 	New trial (rep=0, index=1): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
13.1438 	EXP 	ImageStim: autoDraw = None
13.1438 	EXP 	Set image_2 image=images/hunterOnRedStool.png
13.1438 	EXP 	ImageStim: autoDraw = None
13.2278 	DATA 	Mouse: Left button up, pos=(422,770)
13.3945 	DATA 	Mouse: Left button down, pos=(422,770)
13.3951 	EXP 	New trial (rep=0, index=2): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
13.4115 	EXP 	ImageStim: autoDraw = None
13.4115 	EXP 	Set image_2 image=images/hunterOnRedStool.png
13.4115 	EXP 	ImageStim: autoDraw = None
13.5281 	DATA 	Mouse: Left button up, pos=(422,770)
13.9782 	DATA 	Mouse: Left button down, pos=(422,770)
13.9788 	EXP 	New trial (rep=0, index=3): {'verb': u'On', 'names': u'hunter', 'color': u'Blue', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
13.9949 	EXP 	ImageStim: autoDraw = None
13.9949 	EXP 	Set image_2 image=images/hunterOnBlueStool.png
13.9949 	EXP 	ImageStim: autoDraw = None
14.1286 	DATA 	Mouse: Left button up, pos=(422,770)
14.7627 	DATA 	Mouse: Left button down, pos=(1420,908)
14.7633 	EXP 	New trial (rep=0, index=4): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Skateboard', 'type': u'image'}
14.7786 	EXP 	ImageStim: autoDraw = None
14.7786 	EXP 	Set image_2 image=images/mountieOnRedSkateboard.png
14.7786 	EXP 	ImageStim: autoDraw = None
14.8955 	DATA 	Mouse: Left button up, pos=(1420,908)
15.2462 	DATA 	Mouse: Left button down, pos=(1234,752)
