2.7470 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
10.5311 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.5311 	EXP 	Sound  started
10.5482 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.5482 	EXP 	Sound  started
10.5645 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.5645 	EXP 	Sound  started
10.5815 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.5815 	EXP 	Sound  started
10.5978 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.5978 	EXP 	Sound  started
10.6145 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.6145 	EXP 	Sound  started
10.6311 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.6311 	EXP 	Sound  started
10.6479 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.6479 	EXP 	Sound  started
10.6646 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.6647 	EXP 	Sound  started
10.6812 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.6812 	EXP 	Sound  started
10.6979 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.6980 	EXP 	Sound  started
10.7145 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.7145 	EXP 	Sound  started
10.7306 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.7306 	EXP 	Sound  started
10.7647 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.7647 	EXP 	Sound  started
10.7851 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.7851 	EXP 	Sound  started
10.7973 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.7973 	EXP 	Sound  started
10.8140 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.8140 	EXP 	Sound  started
10.8320 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.8320 	EXP 	Sound  started
10.8475 	DATA 	Mouse: Left button down, pos=(224,344)
10.8490 	EXP 	Set  sound=button.wav
10.8494 	EXP 	Set  sound=bad.wav
10.8495 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.8495 	EXP 	Sound  started
10.8517 	EXP 	Imported images.csv as conditions, 5 conditions, 6 params
10.8520 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
10.8531 	EXP 	New trial (rep=0, index=0): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
10.8639 	EXP 	MovieStim: autoDraw = None
10.8639 	EXP 	MovieStim: autoDraw = None
10.8639 	EXP 	Set text text=Hello this is trial two
10.8639 	EXP 	TextStim: autoDraw = None
10.8639 	EXP 	ImageStim: autoDraw = None
11.1639 	DATA 	Mouse: Left button up, pos=(224,344)
11.8316 	DATA 	Mouse: Left button down, pos=(224,344)
11.8658 	EXP 	TextStim: autoDraw = None
11.8658 	EXP 	ImageStim: autoDraw = None
11.8658 	EXP 	Set image_2 image=images/mountieOnRedStool.png
11.8658 	EXP 	ImageStim: autoDraw = None
11.9648 	DATA 	Mouse: Left button up, pos=(224,344)
12.5330 	DATA 	Mouse: Left button down, pos=(224,344)
12.5339 	EXP 	New trial (rep=0, index=1): {'verb': u'With', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
12.5488 	EXP 	ImageStim: autoDraw = None
12.5488 	EXP 	Set image_2 image=images/hunterWithRedStool.png
12.5488 	EXP 	ImageStim: autoDraw = None
12.6491 	DATA 	Mouse: Left button up, pos=(224,344)
12.9330 	DATA 	Mouse: Left button down, pos=(224,344)
12.9337 	EXP 	New trial (rep=0, index=2): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
12.9496 	EXP 	ImageStim: autoDraw = None
12.9496 	EXP 	Set image_2 image=images/hunterOnRedStool.png
12.9496 	EXP 	ImageStim: autoDraw = None
13.0332 	DATA 	Mouse: Left button up, pos=(224,344)
13.1659 	DATA 	Mouse: Left button down, pos=(224,344)
13.1667 	EXP 	New trial (rep=0, index=3): {'verb': u'Nextto', 'names': u'hunter', 'color': u'Blue', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
13.1819 	EXP 	ImageStim: autoDraw = None
13.1819 	EXP 	Set image_2 image=images/hunterNexttoBlueStool.png
13.1819 	EXP 	ImageStim: autoDraw = None
13.2999 	DATA 	Mouse: Left button up, pos=(224,344)
14.0836 	DATA 	Keypress: escape
